V2.4 SHORELINES + HYDROGRAPHY MASTER


===== FILE: METRO__shoreline_metro.csv =====
SHA256: 2f8f940a4ba6986c32e996d03d1d0bbbfcc251c11ca4ddb58547d266c7274247
SIZE: 27763 bytes
-----BEGIN-----
row,landmass,west_col,east_col
          "east": 252
        },
        {
          "name": "Brooklyn",
          "west": 246,
          "east": 514
        },
        {
          "name": "Manhattan",
          "west": 247,
          "east": 270
        },
        {
          "name": "RooseveltIsland",
          "west": 267,
          "east": 275
        },
        {
          "name": "Queens",
          "west": 399,
          "east": 451
        }
      ]
    },
    {
      "row": 178,
      "segments": [
        {
          "name": "StatenIsland",
          "west": 69,
          "east": 251
        },
        {
          "name": "Brooklyn",
          "west": 246,
          "east": 514
        },
        {
          "name": "Manhattan",
          "west": 247,
          "east": 270
        },
        {
          "name": "RooseveltIsland",
          "west": 267,
          "east": 275
        },
        {
          "name": "Queens",
          "west": 394,
          "east": 456
        }
      ]
    },
    {
      "row": 179,
      "segments": [
        {
          "name": "StatenIsland",
          "west": 69,
          "east": 251
        },
        {
          "name": "Brooklyn",
          "west": 246,
          "east": 514
        },
        {
          "name": "Manhattan",
          "west": 247,
          "east": 270
        },
        {
          "name": "RooseveltIsland",
          "west": 266,
          "east": 276
        },
        {
          "name": "Queens",
          "west": 389,
          "east": 461
        }
      ]
    },
    {
      "row": 180,
      "segments": [
        {
          "name": "StatenIsland",
          "west": 69,
          "east": 251
        },
        {
          "name": "Brooklyn",
          "west": 245,
          "east": 515
        },
        {
          "name": "Manhattan",
          "west": 247,
          "east": 270
        },
        {
          "name": "RooseveltIsland",
          "west": 266,
          "east": 276
        },
        {
          "name": "Queens",
          "west": 385,
          "east": 465
        }
      ]
    },
    {
      "row": 181,
      "segments": [
        {
          "name": "StatenIsland",
          "west": 70,
          "east": 250
        },
        {
          "name": "Brooklyn",
          "west": 245,
          "east": 515
        },
        {
          "name": "Manhattan",
          "west": 247,
          "east": 270
        },
        {
          "name": "RooseveltIsland",
          "west": 266,
          "east": 276
        },
        {
          "name": "Queens",
          "west": 381,
          "east": 469
        }
      ]
    },
    {
      "row": 182,
      "segments": [
        {
          "name": "StatenIsland",
          "west": 70,
          "east": 250
        },
        {
          "name": "Brooklyn",
          "west": 245,
          "east": 515
        },
        {
          "name": "Manhattan",
          "west": 247,
          "east": 270
        },
        {
          "name": "RooseveltIsland",
          "west": 266,
          "east": 276
        },
        {
          "name": "Queens",
          "west": 377,
          "east": 473
        }
      ]
    },
    {
      "row": 183,
      "segments": [
        {
          "name": "StatenIsland",
          "west": 70,
          "east": 250
        },
        {
          "name": "Brooklyn",
          "west": 245,
          "east": 515
        },
        {
          "name": "Manhattan",
          "west": 247,
          "east": 270
        },
        {
          "name": "RooseveltIsland",
          "west": 266,
          "east": 276
        },
        {
          "name": "Queens",
          "west": 374,
          "east": 476
        }
      ]
    },
    {
      "row": 184,
      "segments": [
        {
          "name": "StatenIsland",
          "west": 71,
          "east": 249
        },
        {
          "name": "Brooklyn",
          "west": 245,
          "east": 515
        },
        {
          "name": "Manhattan",
          "west": 247,
          "east": 270
        },
        {
          "name": "RooseveltIsland",
          "west": 266,
          "east": 276
        },
        {
          "name": "Queens",
          "west": 371,
          "east": 479
        }
      ]
    },
    {
      "row": 185,
      "segments": [
        {
          "name": "StatenIsland",
          "west": 71,
          "east": 249
        },
        {
          "name": "Brooklyn",
          "west": 245,
          "east": 515
        },
        {
          "name": "Manhattan",
          "west": 247,
          "east": 270
        },
        {
          "name": "RooseveltIsland",
          "west": 266,
          "east": 276
        },
        {
          "name": "Queens",
          "west": 368,
          "east": 482
        }
      ]
    },
    {
      "row": 186,
      "segments": [
        {
          "name": "StatenIsland",
          "west": 72,
          "east": 248
        },
        {
          "name": "Brooklyn",
          "west": 245,
          "east": 515
        },
        {
          "name": "Manhattan",
          "west": 247,
          "east": 270
        },
        {
          "name": "RooseveltIsland",
          "west": 266,
          "east": 276
        },
        {
          "name": "Queens",
          "west": 366,
          "east": 484
        }
      ]
    },
    {
      "row": 187,
      "segments": [
        {
          "name": "StatenIsland",
          "west": 72,
          "east": 248
        },
        {
          "name": "Brooklyn",
          "west": 245,
          "east": 515
        },
        {
          "name": "Manhattan",
          "west": 247,
          "east": 271
        },
        {
          "name": "RooseveltIsland",
          "west": 266,
          "east": 276
        },
        {
          "name": "Queens",
          "west": 363,
          "east": 487
        }
      ]
    },
    {
      "row": 188,
      "segments": [
        {
          "name": "StatenIsland",
          "west": 72,
          "east": 248
        },
        {
          "name": "Brooklyn",
          "west": 245,
          "east": 515
        },
        {
          "name": "Manhattan",
          "west": 247,
          "east": 271
        },
        {
          "name": "RooseveltIsland",
          "west": 266,
          "east": 276
        },
        {
          "name": "Queens",
          "west": 361,
          "east": 489
        }
      ]
    },
    {
      "row": 189,
      "segments": [
        {
          "name": "StatenIsland",
          "west": 73,
          "east": 247
        },
        {
          "name": "Brooklyn",
          "west": 245,
          "east": 515
        },
        {
          "name": "Manhattan",
          "west": 247,
          "east": 271
        },
        {
          "name": "RooseveltIsland",
          "west": 266,
          "east": 276
        },
        {
          "name": "Queens",
          "west": 358,
          "east": 492
        }
      ]
    },
    {
      "row": 190,
      "segments": [
        {
          "name": "StatenIsland",
          "west": 73,
          "east": 247
        },
        {
          "name": "Brooklyn",
          "west": 245,
          "east": 515
        },
        {
          "name": "Manhattan",
          "west": 247,
          "east": 271
        },
        {
          "name": "RooseveltIsland",
          "west": 266,
          "east": 276
        },
        {
          "name": "Queens",
          "west": 356,
          "east": 494
        }
      ]
    },
    {
      "row": 191,
      "segments": [
        {
          "name": "StatenIsland",
          "west": 74,
          "east": 246
        },
        {
          "name": "Brooklyn",
          "west": 245,
          "east": 515
        },
        {
          "name": "Manhattan",
          "west": 247,
          "east": 271
        },
        {
          "name": "RooseveltIsland",
          "west": 266,
          "east": 276
        },
        {
          "name": "Queens",
          "west": 354,
          "east": 496
        }
      ]
    },
    {
      "row": 192,
      "segments": [
        {
          "name": "StatenIsland",
          "west": 74,
          "east": 246
        },
        {
          "name": "Brooklyn",
          "west": 245,
          "east": 515
        },
        {
          "name": "Manhattan",
          "west": 247,
          "east": 271
        },
        {
          "name": "RooseveltIsland",
          "west": 266,
          "east": 276
        },
        {
          "name": "Queens",
          "west": 352,
          "east": 498
        }
      ]
    },
    {
      "row": 193,
      "segments": [
        {
          "name": "StatenIsland",
          "west": 75,
          "east": 245
        },
        {
          "name": "Brooklyn",
          "west": 245,
          "east": 515
        },
        {
          "name": "Manhattan",
          "west": 247,
          "east": 271
        },
        {
          "name": "RooseveltIsland",
          "west": 266,
          "east": 276
        },
        {
          "name": "Queens",
          "west": 350,
          "east": 500
        }
      ]
    },
    {
      "row": 194,
      "segments": [
        {
          "name": "StatenIsland",
          "west": 76,
          "east": 244
        },
        {
          "name": "Brooklyn",
          "west": 245,
          "east": 515
        },
        {
          "name": "Manhattan",
          "west": 247,
          "east": 271
        },
        {
          "name": "RooseveltIsland",
          "west": 265,
          "east": 277
        },
        {
          "name": "Queens",
          "west": 348,
          "east": 502
        }
      ]
    },
    {
      "row": 195,
      "segments": [
        {
          "name": "StatenIsland",
          "west": 76,
          "east": 244
        },
        {
          "name": "Brooklyn",
          "west": 245,
          "east": 515
        },
        {
          "name": "Manhattan",
          "west": 247,
          "east": 271
        },
        {
          "name": "RooseveltIsland",
          "west": 265,
          "east": 277
        },
        {
          "name": "Queens",
          "west": 346,
          "east": 504
        }
      ]
    },
    {
      "row": 196,
      "segments": [
        {
          "name": "StatenIsland",
          "west": 77,
          "east": 243
        },
        {
          "name": "Brooklyn",
          "west": 245,
          "east": 515
        },
        {
          "name": "Manhattan",
          "west": 247,
          "east": 271
        },
        {
          "name": "RooseveltIsland",
          "west": 265,
          "east": 277
        },
        {
          "name": "Queens",
          "west": 345,
          "east": 505
        }
      ]
    },
    {
      "row": 197,
      "segments": [
        {
          "name": "StatenIsland",
          "west": 77,
          "east": 243
        },
        {
          "name": "Brooklyn",
          "west": 245,
          "east": 515
        },
        {
          "name": "Manhattan",
          "west": 247,
          "east": 271
        },
        {
          "name": "RooseveltIsland",
          "west": 265,
          "east": 277
        },
        {
          "name": "Queens",
          "west": 343,
          "east": 507
        }
      ]
    },
    {
      "row": 198,
      "segments": [
        {
          "name": "StatenIsland",
          "west": 78,
          "east": 242
        },
        {
          "name": "Brooklyn",
          "west": 245,
          "east": 515
        },
        {
          "name": "Manhattan",
          "west": 247,
          "east": 271
        },
        {
          "name": "RooseveltIsland",
          "west": 265,
          "east": 277
        },
        {
          "name": "Queens",
          "west": 341,
          "east": 509
        }
      ]
    },
    {
      "row": 199,
      "segments": [
        {
          "name": "StatenIsland",
          "west": 79,
          "east": 241
        },
        {
          "name": "Brooklyn",
          "west": 245,
          "east": 515
        },
        {
          "name": "Manhattan",
          "west": 247,
          "east": 271
        },
        {
          "name": "RooseveltIsland",
          "west": 265,
          "east": 277
        },
        {
          "name": "Queens",
          "west": 340,
          "east": 510
        }
      ]
    },
    {
      "row": 200,
      "segments": [
        {
          "name": "StatenIsland",
          "west": 79,
          "east": 241
        },
        {
          "name": "Brooklyn",
          "west": 245,
          "east": 515
        },
        {
          "name": "Manhattan",
          "west": 247,
          "east": 271
        },
        {
          "name": "RooseveltIsland",
          "west": 265,
          "east": 277
        },
        {
          "name": "Queens",
          "west": 338,
          "east": 512
        }
      ]
    },
    {
      "row": 201,
      "segments": [
        {
          "name": "StatenIsland",
          "west": 80,
          "east": 240
        },
        {
          "name": "Brooklyn",
          "west": 246,
          "east": 514
        },
        {
          "name": "Manhattan",
          "west": 247,
          "east": 271
        },
        {
          "name": "RooseveltIsland",
          "west": 265,
          "east": 277
        },
        {
          "name": "Queens",
          "west": 337,
          "east": 513
        }
      ]
    },
    {
      "row": 202,
      "segments": [
        {
          "name": "StatenIsland",
          "west": 81,
          "east": 239
        },
        {
          "name": "Brooklyn",
          "west": 246,
          "east": 514
        },
        {
          "name": "Manhattan",
          "west": 247,
          "east": 271
        },
        {
          "name": "RooseveltIsland",
          "west": 265,
          "east": 277
        },
        {
          "name": "Queens",
          "west": 335,
          "east": 515
        }
      ]
    },
    {
      "row": 203,
      "segments": [
        {
          "name": "StatenIsland",
          "west": 82,
          "east": 238
        },
        {
          "name": "Brooklyn",
          "west": 246,
          "east": 514
        },
        {
          "name": "Manhattan",
          "west": 247,
          "east": 271
        },
        {
          "name": "RooseveltIsland",
          "west": 265,
          "east": 277
        },
        {
          "name": "Queens",
          "west": 334,
          "east": 516
        }
      ]
    },
    {
      "row": 204,
      "segments": [
        {
          "name": "StatenIsland",
          "west": 82,
          "east": 238
        },
        {
          "name": "Brooklyn",
          "west": 246,
          "east": 514
        },
        {
          "name": "Manhattan",
          "west": 247,
          "east": 271
        },
        {
          "name": "RooseveltIsland",
          "west": 265,
          "east": 277
        },
        {
          "name": "Queens",
          "west": 332,
          "east": 518
        }
      ]
    },
    {
      "row": 205,
      "segments": [
        {
          "name": "StatenIsland",
          "west": 83,
          "east": 237
        },
        {
          "name": "Brooklyn",
          "west": 246,
          "east": 514
        },
        {
          "name": "Manhattan",
          "west": 247,
          "east": 271
        },
        {
          "name": "RooseveltIsland",
          "west": 265,
          "east": 277
        },
        {
          "name": "Queens",
          "west": 331,
          "east": 519
        }
      ]
    },
    {
      "row": 206,
      "segments": [
        {
          "name": "StatenIsland",
          "west": 84,
          "east": 236
        },
        {
          "name": "Brooklyn",
          "west": 246,
          "east": 514
        },
        {
          "name": "Manhattan",
          "west": 247,
          "east": 271
        },
        {
          "name": "RooseveltIsland",
          "west": 265,
          "east": 277
        },
        {
          "name": "Queens",
          "west": 329,
          "east": 519
        }
      ]
    },
    {
      "row": 207,
      "segments": [
        {
          "name": "StatenIsland",
          "west": 85,
          "east": 235
        },
        {
          "name": "Brooklyn",
          "west": 246,
          "east": 514
        },
        {
          "name": "Manhattan",
          "west": 247,
          "east": 271
        },
        {
          "name": "RooseveltIsland",
          "west": 265,
          "east": 277
        },
        {
          "name": "Queens",
          "west": 328,
          "east": 519
        }
      ]
    },
    {
      "row": 208,
      "segments": [
        {
          "name": "StatenIsland",
          "west": 86,
          "east": 234
        },
        {
          "name": "Manhattan",
          "west": 247,
          "east": 271
        },
        {
          "name": "Brooklyn",
          "west": 247,
          "east": 513
        },
        {
          "name": "RooseveltIsland",
          "west": 265,
          "east": 277
        },
        {
          "name": "Queens",
          "west": 327,
          "east": 519
        }
      ]
    },
    {
      "row": 209,
      "segments": [
        {
          "name": "StatenIsland",
          "west": 87,
          "east": 233
        },
        {
          "name": "Manhattan",
          "west": 247,
          "east": 271
        },
        {
          "name": "Brooklyn",
          "west": 247,
          "east": 513
        },
        {
          "name": "RooseveltIsland",
          "west": 265,
          "east": 277
        },
        {
          "name": "Queens",
          "west": 325,
          "east": 519
        }
      ]
    },
    {
      "row": 210,
      "segments": [
        {
          "name": "StatenIsland",
          "west": 88,
          "east": 232
        },
        {
          "name": "Manhattan",
          "west": 247,
          "east": 271
        },
        {
          "name": "Brooklyn",
          "west": 247,
          "east": 513
        },
        {
          "name": "RooseveltIsland",
          "west": 265,
          "east": 277
        },
        {
          "name": "Queens",
          "west": 324,
          "east": 519
        }
      ]
    },
    {
      "row": 211,
      "segments": [
        {
          "name": "StatenIsland",
          "west": 89,
          "east": 231
        },
        {
          "name": "Manhattan",
          "west": 246,
          "east": 271
        },
        {
          "name": "Brooklyn",
          "west": 247,
          "east": 513
        },
        {
          "name": "RooseveltIsland",
          "west": 265,
          "east": 277
        },
        {
          "name": "Queens",
          "west": 323,
          "east": 519
        }
      ]
    },
    {
      "row": 212,
      "segments": [
        {
          "name": "StatenIsland",
          "west": 90,
          "east": 230
        },
        {
          "name": "Manhattan",
          "west": 246,
          "east": 271
        },
        {
          "name": "Brooklyn",
          "west": 247,
          "east": 513
        },
        {
          "name": "RooseveltIsland",
          "west": 265,
          "east": 277
        },
        {
          "name": "Queens",
          "west": 322,
          "east": 519
        }
      ]
    },
    {
      "row": 213,
      "segments": [
        {
          "name": "StatenIsland",
          "west": 91,
          "east": 229
        },
        {
          "name": "Manhattan",
          "west": 246,
          "east": 271
        },
        {
          "name": "Brooklyn",
          "west": 248,
          "east": 512
        },
        {
          "name": "RooseveltIsland",
          "west": 265,
          "east": 277
        },
        {
          "name": "Queens",
          "west": 321,
          "east": 519
        }
      ]
    },
    {
      "row": 214,
      "segments": [
        {
          "name": "StatenIsland",
          "west": 92,
          "east": 228
        },
        {
          "name": "Manhattan",
          "west": 246,
          "east": 271
        },
        {
          "name": "Brooklyn",
          "west": 248,
          "east": 512
        },
        {
          "name": "RooseveltIsland",
          "west": 265,
          "east": 277
        },
        {
          "name": "Queens",
          "west": 320,
          "east": 519
        }
      ]
    },
    {
      "row": 215,
      "segments": [
        {
          "name": "StatenIsland",
          "west": 93,
          "east": 227
        },
        {
          "name": "Manhattan",
          "west": 246,
          "east": 271
        },
        {
          "name": "Brooklyn",
          "west": 248,
          "east": 512
        },
        {
          "name": "RooseveltIsland",
          "west": 265,
          "east": 277
        },
        {
          "name": "Queens",
          "west": 318,
          "east": 519
        }
      ]
    },
    {
      "row": 216,
      "segments": [
        {
          "name": "StatenIsland",
          "west": 94,
          "east": 226
        },
        {
          "name": "Manhattan",
          "west": 246,
          "east": 272
        },
        {
          "name": "Brooklyn",
          "west": 248,
          "east": 512
        },
        {
          "name": "RooseveltIsland",
          "west": 265,
          "east": 277
        },
        {
          "name": "Queens",
          "west": 317,
          "east": 519
        }
      ]
    },
    {
      "row": 217,
      "segments": [
        {
          "name": "StatenIsland",
          "west": 95,
          "east": 225
        },
        {
          "name": "Manhattan",
          "west": 246,
          "east": 272
        },
        {
          "name": "Brooklyn",
          "west": 248,
          "east": 512
        },
        {
          "name": "RooseveltIsland",
          "west": 265,
          "east": 277
        },
        {
          "name": "Queens",
          "west": 316,
          "east": 519
        }
      ]
    },
    {
      "row": 218,
      "segments": [
        {
          "name": "StatenIsland",
          "west": 96,
          "east": 224
        },
        {
          "name": "Manhattan",
          "west": 246,
          "east": 272
        },
        {
          "name": "Brooklyn",
          "west": 249,
          "east": 511
        },
        {
          "name": "RooseveltIsland",
          "west": 265,
          "east": 277
        },
        {
          "name": "Queens",
          "west": 315,
          "east": 519
        }
      ]
    },
    {
      "row": 219,
      "segments": [
        {
          "name": "StatenIsland",
          "west": 97,
          "east": 223
        },
        {
          "name": "Manhattan",
          "west": 246,
          "east": 272
        },
        {
          "name": "Brooklyn",
          "west": 249,
          "east": 511
        },
        {
          "name": "RooseveltIsland",
          "west": 265,
          "east": 277
        },
        {
          "name": "Queens",
          "west": 314,
          "east": 519
        }
      ]
    },
    {
      "row": 220,
      "segments": [
        {
          "name": "StatenIsland",
          "west": 99,
          "east": 221
        },
        {
          "name": "Manhattan",
          "west": 246,
          "east": 272
        },
        {
          "name": "Brooklyn",
          "west": 249,
          "east": 511
        },
        {
          "name": "RooseveltIsland",
          "west": 265,
          "east": 277
        },
        {
          "name": "Queens",
          "west": 313,
          "east": 519
        }
      ]
    },
    {
      "row": 221,
      "segments": [
        {
          "name": "StatenIsland",
          "west": 100,
          "east": 220
        },
        {
          "name": "Manhattan",
          "west": 246,
          "east": 272
        },
        {
          "name": "Brooklyn",
          "west": 250,
          "east": 510
        },
        {
          "name": "RooseveltIsland",
          "west": 265,
          "east": 277
        },
        {
          "name": "Queens",
          "west": 312,
          "east": 519
        }
      ]
    },
    {
      "row": 222,
      "segments": [
        {
          "name": "StatenIsland",
          "west": 102,
          "east": 218
        },
        {
          "name": "Manhattan",
          "west": 246,
          "east": 272
        },
        {
          "name": "Brooklyn",
          "west": 250,
          "east": 510
        },
        {
          "name": "RooseveltIsland",
          "west": 265,
          "east": 277
        },
        {
          "name": "Queens",
          "west": 311,
          "east": 519
        }
      ]
    },
    {
      "row": 223,
      "segments": [
        {
          "name": "StatenIsland",
          "west": 103,
          "east": 217
        },
        {
          "name": "Manhattan",
          "west": 246,
          "east": 272
        },
        {
          "name": "Brooklyn",
          "west": 250,
          "east": 510
        },
        {
          "name": "RooseveltIsland",
          "west": 265,
          "east": 277
        },
        {
          "name": "Queens",
          "west": 310,
          "east": 519
        }
      ]
    },
    {
      "row": 224,
      "segments": [
        {
          "name": "StatenIsland",
          "west": 105,
          "east": 215
        },
        {
          "name": "Manhattan",
          "west": 246,
          "east": 272
        },
        {
          "name": "Brooklyn",
          "west": 251,
          "east": 509
        },
        {
          "name": "RooseveltIsland",
          "west": 265,
          "east": 277
        },
        {
          "name": "Queens",
          "west": 309,
          "east": 519
        }
      ]
    },
    {
      "row": 225,
      "segments": [
        {
          "name": "StatenIsland",
          "west": 106,
          "east": 214
        },
        {
          "name": "Manhattan",
          "west": 246,
          "east": 272
        },
        {
          "name": "Brooklyn",
          "west": 251,
          "east": 509
        },
        {
          "name": "RooseveltIsland",
          "west": 265,
          "east": 277
        },
        {
          "name": "Queens",
          "west": 308,
          "east": 519
        }
      ]
    },
    {
      "row": 226,
      "segments": [
        {
          "name": "StatenIsland",
          "west": 108,
          "east": 212
        },
        {
          "name": "Manhattan",
          "west": 246,
          "east": 272
        },
        {
          "name": "Brooklyn",
          "west": 251,
          "east": 509
        },
        {
          "name": "RooseveltIsland",
          "west": 265,
          "east": 277
        },
        {
          "name": "Queens",
          "west": 308,
          "east": 519
        }
      ]
    },
    {
      "row": 227,
      "segments": [
        {
          "name": "StatenIsland",
          "west": 110,
          "east": 210
        },
        {
          "name": "Manhattan",
          "west": 246,
          "east": 272
        },
        {
          "name": "Brooklyn",
          "west": 252,
          "east": 508
        },
        {
          "name": "RooseveltIsland",
          "west": 265,
          "east": 277
        },
        {
          "name": "Queens",
          "west": 307,
          "east": 519
        }
      ]
    },
    {
      "row": 228,
      "segments": [
        {
          "name": "StatenIsland",
          "west": 111,
          "east": 209
        },
        {
          "name": "Manhattan",
          "west": 246,
          "east": 272
        },
        {
          "name": "Brooklyn",
          "west": 252,
          "east": 508
        },
        {
          "name": "RooseveltIsland",
          "west": 265,
          "east": 277
        },
        {
          "name": "Queens",
          "west": 306,
          "east": 519
        }
      ]
    },
    {
      "row": 229,
      "segments": [
        {
          "name": "StatenIsland",
          "west": 113,
          "east": 207
        },
        {
          "name": "Manhattan",
          "west": 246,
          "east": 272
        },
        {
          "name": "Brooklyn",
          "west": 252,
          "east": 508
        },
        {
          "name": "RooseveltIsland",
          "west": 265,
          "east": 277
        },
        {
          "name": "Queens",
          "west": 305,
          "east": 519
        }
      ]
    },
    {
      "row": 230,
      "segments": [
        {
          "name": "StatenIsland",
          "west": 115,
          "east": 205
        },
        {
          "name": "Manhattan",
          "west": 246,
          "east": 272
        },
        {
          "name": "Brooklyn",
          "west": 253,
          "east": 507
        },
        {
          "name": "RooseveltIsland",
          "west": 265,
          "east": 277
        },
        {
          "name": "Queens",
          "west": 304,
          "east": 519
        }
      ]
    },
    {
      "row": 231,
      "segments": [
        {
          "name": "StatenIsland",
          "west": 117,
          "east": 203
        },
        {
          "name": "Manhattan",
          "west": 246,
          "east": 272
        },
        {
          "name": "Brooklyn",
          "west": 253,
          "east": 507
        },
        {
          "name": "RooseveltIsland",
          "west": 265,
          "east": 277
        },
        {
          "name": "Queens",
          "west": 303,
          "east": 519
        }
      ]
    },
    {
      "row": 232,
      "segments": [
        {
          "name": "StatenIsland",
          "west": 120,
          "east": 200
        },
        {
          "name": "Manhattan",
          "west": 246,
          "east": 272
        },
        {
          "name": "Brooklyn",
          "west": 254,
          "east": 506
        },
        {
          "name": "RooseveltIsland",
          "west": 265,
          "east": 277
        },
        {
          "name": "Queens",
          "west": 303,
          "east": 519
        }
      ]
    },
    {
      "row": 233,
      "segments": [
        {
          "name": "StatenIsland",
          "west": 122,
          "east": 198
        },
        {
          "name": "Manhattan",
          "west": 246,
          "east": 272
        },
        {
          "name": "Brooklyn",
          "west": 254,
          "east": 506
        },
        {
          "name": "RooseveltIsland",
          "west": 265,
          "east": 277
        },
        {
          "name": "Queens",
          "west": 302,
          "east": 519
        }
      ]
    },
    {
      "row": 234,
      "segments": [
        {
          "name": "StatenIsland",
          "west": 125,
          "east": 195
        },
        {
          "name": "Manhattan",
          "west": 246,
          "east": 272
        },
        {
          "name": "Brooklyn",
          "west": 254,
          "east": 506
        },
        {
          "name": "RooseveltIsland",
          "west": 265,
          "east": 277
        },
        {
          "name": "Queens",
          "west": 301,
          "east": 519
        }
      ]
    },
    {
      "row": 235,
      "segments": [
        {
          "name": "StatenIsland",
          "west": 128,
          "east": 192
        },
        {
          "name": "Manhattan",
          "west": 246,
          "east": 272
        },
        {
          "name": "Brooklyn",
          "west": 255,
          "east": 505
        },
        {
          "name": "RooseveltIsland",
          "west": 265,
          "east": 277
        },
        {
          "name": "Queens",
          "west": 300,
          "east": 519
        }
      ]
    },
    {
      "row": 236,
      "segments": [
        {
          "name": "StatenIsland",
          "west": 131,
          "east": 189
        },
        {
          "name": "Manhattan",
          "west": 246,
          "east": 273
        },
        {
          "name": "Brooklyn",
          "west": 255,
          "east": 505
        },
        {
          "name": "RooseveltIsland",
          "west": 265,
          "east": 277
        },
        {
          "name": "Queens",
          "west": 300,
          "east": 519
        }
      ]
    },
    {
      "row": 237,
      "segments": [
        {
          "name": "StatenIsland",
          "west": 135,
          "east": 185
        },
        {
          "name": "Manhattan",
          "west": 246,
          "east": 273
        },
        {
          "name": "Brooklyn",
          "west": 256,
          "east": 504
        },
        {
          "name": "RooseveltIsland",
          "west": 266,
          "east": 276
        },
        {
          "name": "Queens",
          "west": 299,
          "east": 519
        }
      ]
    },
    {
      "row": 238,
      "segments": [
        {
          "name": "StatenIsland",
          "west": 140,
          "east": 180
        },
        {
          "name": "Manhattan",
          "west": 246,
          "east": 273
        },
        {
          "name": "Brooklyn",
          "west": 256,
          "east": 504
        },
        {
          "name": "RooseveltIsland",
          "west": 266,
          "east": 276
        },
        {
          "name": "Queens",
          "west": 298,
          "east": 519
        }
      ]
    },
    {
      "row": 239,
      "segments": [
        {
          "name": "StatenIsland",
          "west": 145,
          "east": 175
        },
        {
          "name": "Manhattan",
          "west": 246,
          "east": 273
        },
        {
          "name": "Brooklyn",
          "west": 257,
          "east": 503
        },
        {
          "name": "RooseveltIsland",
          "west": 266,
          "east": 276
        },
        {
          "name": "Queens",
          "west": 297,
          "east": 519
        }
      ]
    },
    {
      "row": 240,
      "segments": [
        {
          "name": "StatenIsland",
          "west": 160,
          "east": 160
        },
        {
          "name": "Manhattan",
          "west": 246,
          "east": 273
        },
        {
          "name": "Brooklyn",
          "west": 257,
          "east": 503
        },
        {
          "name": "RooseveltIsland",
          "west": 266,
          "east": 276
        },
        {
          "name": "Queens",
          "west": 297,
          "east": 519
        }
      ]
    },
    {
      "row": 241,
      "segments": [
        {
          "name": "Manhattan",
          "west": 246,
          "east": 273
        },
        {
          "name": "Brooklyn",
          "west": 258,
          "east": 502
        },
        {
          "name": "RooseveltIsland",
          "west": 266,
          "east": 276
        },
        {
          "name": "Queens",
          "west": 296,
          "east": 519
        }
      ]
    },
    {
      "row": 242,
      "segments": [
        {
          "name": "Manhattan",
          "west": 246,
          "east": 273
        },
        {
          "name": "Brooklyn",
          "west": 258,
          "east": 502
        },
        {
          "name": "RooseveltIsland",
          "west": 266,
          "east": 276
        },
        {
          "name": "Queens",
          "west": 295,
          "east": 519
        }
      ]
    },
    {
      "row": 243,
      "segments": [
        {
          "name": "Manhattan",
          "west": 246,
          "east": 273
        },
        {
          "name": "Brooklyn",
          "west": 259,
          "east": 501
        },
        {
          "name": "RooseveltIsland",
          "west": 266,
          "east": 276
        },
        {
          "name": "Queens",
          "west": 295,
          "east": 519
        }
      ]
    },
    {
      "row": 244,
      "segments": [
        {
          "name": "Manhattan",
          "west": 246,
          "east": 273
        },
        {
          "name": "Brooklyn",
          "west": 259,
          "east": 501
        },
        {
          "name": "RooseveltIsland",
          "west": 266,
          "east": 276
        },
        {
          "name": "Queens",
          "west": 294,
          "east": 519
        }
      ]
    },
    {
      "row": 245,
      "segments": [
        {
          "name": "Manhattan",
          "west": 246,
          "east": 273
        },
        {
          "name": "Brooklyn",
          "west": 260,
          "east": 500
        },
        {
          "name": "RooseveltIsland",
          "west": 266,
          "east": 276
        },
        {
          "name": "Queens",
          "west": 294,
          "east": 519
        }
      ]
    },
    {
      "row": 246,
      "segments": [
        {
          "name": "Manhattan",
          "west": 246,
          "east": 273
        },
        {
          "name": "Brooklyn",
          "west": 261,
          "east": 499
        },
        {
          "name": "RooseveltIsland",
          "west": 266,
          "east": 276
        },
        {
          "name": "Queens",
          "west": 293,
          "east": 519
        }
      ]
    },
    {
      "row": 247,
      "segments": [
        {
          "name": "Manhattan",
          "west": 246,
          "east": 273
        },
        {
          "name": "Brooklyn",
          "west": 261,
          "east": 499
        },
        {
          "name": "RooseveltIsland",
          "west": 266,
          "east": 276
        },
        {
          "name": "Queens",
          "west": 292,
          "east": 519
        }
      ]
    },
    {
      "row": 248,
      "segments": [
        {
          "name": "Manhattan",
          "west": 246,
          "east": 273
        },
        {
          "name": "Brooklyn",
          "west": 262,
          "east": 498
        },
        {
          "name": "RooseveltIsland",
          "west": 266,
          "east": 276
        },
        {
          "name": "Queens",
          "west": 292,
          "east": 519
        }
      ]
    },
    {
      "row": 249,
      "segments": [
        {
          "name": "Manhattan",
          "west": 246,
          "east": 273
        },
        {
          "name": "Brooklyn",
          "west": 262,
          "east": 498
        },
        {
          "name": "RooseveltIsland",
          "west": 266,
          "east": 276
        },
        {
          "name": "Queens",
          "west": 291,
          "east": 519
        }
      ]
    },
    {
      "row": 250,
      "segments": [
        {
          "name": "Manhattan",
          "west": 246,
          "east": 273
        },
        {
          "name": "Brooklyn",
          "west": 263,
          "east": 497
        },
        {
          "name": "RooseveltIsland",
          "west": 266,
          "east": 276
        },
